NZ,0.000207
OA,0.000738
OB,0.000906
OC,0.002603
OD,0.001905
OE,0.000946
OF,0.001817
OG,0.003254
OH,0.000159
OI,0.000270
OJ,0.000166
OK,0.000022
OL,0.001629
OM,0.015330
ON,0.006754
OO,0.001891
OP,0.001403
OQ,0.000098
OR,0.007447
OS,0.009610
OT,0.001137
OU,0.000205
OV,0.000327
OW,0.000039
OX,0.000045
OY,0.000326
OZ,0.000102
PA,0.009998
PB,0.000205
PC,0.005861
PD,0.002389
PE,0.009748
PF,0.000632
PG,0.001247
PH,0.000234
PI,0.001583
PJ,0.000294
PK,0.000031
PL,0.002663
PM,0.000663
PN,0.015842
PO,0.003904
PP,0.007647
PQ,0.000038
PR,0.011144
PS,0.019012
PT,0.001139
PU,0.000784
PV,0.004158
PW,0.000013
PX,0.000038
PY,0.000012
PZ,0.000264
QA,0.000001
QB,0.000001
QC,0.001149
QD,0.000000
QE,0.000083
QF,0.000917
QG,0.000062
QH,0.000000
QI,0.000002
QJ,0.000000
QK,0.000000
QL,0.000000
QM,0.001271
QN,0.000001
QO,0.000000
QP,0.000015
QQ,0.000000
QR,0.000006
QS,0.000014
QT,0.000006
QU,0.004160
QV,0.000000
QW,0.000000
QX,0.000000
QY,0.000000
QZ,0.000000
RA,0.005687
RB,0.004233
RC,0.001923
RD,0.003364
RE,0.014180
RF,0.001207
RG,0.002404
RH,0.000087
RI,0.003077
RJ,0.000067
RK,0.000026
RL,0.000277
RM,0.000841
RN,0.000966
RO,0.003644
RP,0.000798
RQ,0.000151
RR,0.001431
RS,0.006395
RT,0.002038
RU,0.021687
RV,0.000671
RW,0.000005
RX,0.000067
RY,0.000022
RZ,0.000107
SA,0.010413
SB,0.000413
SC,0.003656
SD,0.009697
SE,0.009433
SF,0.003565
SG,0.002475
SH,0.000838
SI,0.003538
SJ,0.000218
SK,0.000041
SL,0.002596
SM,0.002124
SN,0.022921
SO,0.002074
SP,0.027330
SQ,0.000844
SR,0.000786
SS,0.006195
ST,0.004242
SU,0.007648
SV,0.000547
SW,0.000163
SX,0.000056
SY,0.000108
SZ,0.000109
TA,0.004540
TB,0.000043
TC,0.000247
TD,0.000018
TE,0.004443
TF,0.000633
TG,0.000230
TH,0.000037
TI,0.005250
TJ,0.000007
TK,0.000005
TL,0.000061
TM,0.000044
TN,0.000134
TO,0.003228
TP,0.000145
TQ,0.000000
TR,0.003185
TS,0.000190
TT,0.000104
TU,0.000782
TV,0.000013
TW,0.000004
TX,0.000015
TY,0.000006
TZ,0.000013
UA,0.000854
UB,0.001198
UC,0.000879
UD,0.000426
UE,0.005239
UF,0.000091
UG,0.000709
UH,0.000004
UI,0.000834
UJ,0.003901
UK,0.000009
UL,0.000651
UM,0.000382
UN,0.003380
UO,0.000051
UP,0.021483
UQ,0.000034
UR,0.001052
US,0.001671
UT,0.000470
UU,0.000032
UV,0.001139
UW,0.000003
UX,0.000005
UY,0.000125
UZ,0.000059
VA,0.001363
VB,0.000001
VC,0.000769
VD,0.000004
VE,0.005344
VF,0.000022
VG,0.000222
VH,0.000001
VI,0.001149
VJ,0.000080
VK,0.000007
VL,0.000010
VM,0.004737
VN,0.000012
VO,0.000701
VP,0.000029
VQ,0.000000
VR,0.001233
VS,0.000669
VT,0.000002
VU,0.000062
VV,0.000002
VW,0.000000
VX,0.000007
VY,0.000002
VZ,0.000002
WA,0.000050
WB,0.000006
WC,0.000007
WD,0.000048
WE,0.000010
WF,0.000041
WG,0.000010
WH,0.000002
WI,0.000026
WJ,0.000014
WK,0.000001
WL,0.000012
WM,0.000032
WN,0.000008
WO,0.000010
WP,0.000008
WQ,0.000000
WR,0.000001
WS,0.000055
WT,0.000001
WU,0.000000
WV,0.000009
WW,0.000001
WX,0.000001
WY,0.000003
WZ,0.000000
XA,0.000034
XB,0.000003
XC,0.000080
XD,0.000003
XE,0.000065
XF,0.000030
XG,0.000226
XH,0.000006
XI,0.000274
XJ,0.000004
XK,0.000000
XL,0.000001
XM,0.000009
XN,0.000016
XO,0.000008
XP,0.000187
XQ,0.000001
XR,0.000001
XS,0.000095
XT,0.000132
XU,0.000011
XV,0.000007
XW,0.000001
XX,0.000007
XY,0.000000
XZ,0.000002
YA,0.000294
YB,0.000010
YC,0.000033
YD,0.000031
YE,0.000145
YF,0.000026
YG,0.000304
YH,0.000134
YI,0.000018
YJ,0.000003
YK,0.000005
YL,0.000021
YM,0.000068
YN,0.000016
YO,0.000348
YP,0.000015
YQ,0.000000
YR,0.000019
YS,0.000965
YT,0.000009
YU,0.000068
YV,0.000004
YW,0.000003
YX,0.000000
YY,0.001110
YZ,0.000001
ZA,0.000813
ZB,0.000010
ZC,0.000080
ZD,0.000034
ZE,0.000021
ZF,0.000113
ZG,0.000241
ZH,0.000006
ZI,0.000022
ZJ,0.000012
ZK,0.000002
ZL,0.000033
ZM,0.000093
ZN,0.000097
ZO,0.000194
ZP,0.000086
ZQ,0.000040
ZR,0.000017
ZS,0.000186
ZT,0.000016
ZU,0.000056
ZV,0.000029
ZW,0.000000
ZX,0.000002
ZY,0.000002
ZZ,0.000047
